alim17_1,alim17_2,alim17_3,alim17_4,alim17_5,alim17_6,alim17_7,alim17_8,alim17_9,alim17_10,alim17_11,num_auto,num_moto,num_bici,num_radio,num_tvd,num_licua,num_micro,num_refri,num_estuf,num_lavad,num_planc,num_venti,num_compu,num_impre,num_juego,ing_tri
7,2,2,2,3,3,1,7,7,7,7,1,0,0,1,2,1,1,1,1,1,1,1,0,0,0,59016.38
7,2,7,7,2,7,0,7,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6295.07
3,4,2,2,1,0,1,7,7,7,7,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,10622.94
7,4,5,7,5,7,3,3,7,7,7,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,15250.81
5,4,7,4,7,2,2,1,7,7,4,0,0,0,1,2,1,1,1,1,1,1,1,3,1,0,59704.87
7,2,7,7,4,4,2,4,7,7,3,1,0,0,0,3,1,1,1,1,1,1,0,2,0,0,86016.32
7,2,7,7,1,0,0,7,7,7,7,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,22246.7
7,2,1,7,1,7,2,7,7,7,7,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,24668.83
7,1,7,1,0,7,0,7,7,7,7,0,2,0,1,0,1,0,1,1,1,1,0,0,0,0,60383.57
7,3,7,7,1,7,1,7,7,7,7,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,65163.9
7,7,7,7,2,7,0,7,7,7,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4327.86
7,2,7,7,1,7,1,7,2,7,7,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,37780.29
7,7,7,7,2,7,0,7,7,7,7,0,0,2,1,1,1,1,1,1,1,1,0,1,0,0,71576.01
7,3,7,7,7,7,1,7,7,7,7,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,46721.28
7,7,7,7,7,7,1,7,7,7,7,1,0,1,0,1,1,1,1,1,1,1,0,3,0,1,50045.83
7,7,7,7,3,1,3,4,7,7,7,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,87590.1
7,1,2,3,1,2,1,2,3,7,4,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,47213.09
7,7,7,7,2,7,2,7,7,7,7,3,0,2,0,1,1,0,1,1,1,3,1,1,1,0,19918.03
7,7,7,7,2,7,1,7,7,7,7,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,49573.76
7,3,7,4,5,7,3,7,5,7,4,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,243934.34
7,7,7,7,1,2,0,7,7,7,7,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,55327.86
7,2,7,7,3,3,1,7,7,7,7,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,78688.51
7,1,2,7,1,7,2,7,7,7,7,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,77114.72
7,2,7,5,7,2,0,7,4,7,7,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,44021.71
7,5,6,3,5,4,1,6,7,7,7,1,1,0,0,3,1,1,1,1,1,1,1,1,0,1,82418.46
7,5,5,5,6,7,2,5,3,7,7,1,0,2,1,1,1,0,1,1,1,1,0,1,0,0,29300.84
7,3,7,7,2,3,3,7,4,7,7,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,42645.27
7,2,7,7,4,5,3,7,7,7,7,2,0,0,1,2,1,1,1,1,1,2,1,4,1,0,10124.99
7,1,1,7,2,7,0,7,7,7,2,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,27635.85
7,1,2,6,1,7,0,7,3,7,3,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,19604.34
7,2,7,3,3,0,2,1,7,7,7,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,38323.35
4,1,7,7,3,3,2,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33872.26
7,7,7,7,4,7,0,7,7,7,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,53999.99
7,0,7,7,4,2,2,0,3,7,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,78749.99
7,2,2,3,1,3,0,7,7,7,7,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,63880.42
7,0,4,4,7,1,1,7,7,7,7,2,0,0,1,2,1,1,1,1,2,1,0,1,1,1,21717.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,2,1,0,26608.63
7,4,7,7,3,1,0,4,7,7,7,0,0,0,0,2,1,0,1,1,1,0,1,1,0,0,19809.77
7,2,3,2,2,5,1,7,2,7,7,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,38005.42
7,3,7,2,0,4,0,7,7,7,5,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,13646.73
7,1,0,7,0,4,0,2,7,7,7,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,35153.75
7,0,2,7,7,4,0,7,7,7,7,1,0,2,1,0,1,1,1,1,1,1,2,0,0,1,49656.48
7,2,5,7,7,3,1,7,7,7,7,1,1,2,0,2,1,1,1,1,1,2,2,1,0,0,27900.92
7,7,7,5,5,7,2,7,7,7,7,2,0,1,1,1,1,1,1,1,1,1,2,0,0,0,31402.15
7,1,1,7,3,1,1,7,7,7,7,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,69368.43
7,3,3,3,3,2,2,3,3,7,7,1,0,0,0,1,1,1,1,1,1,1,3,0,0,0,11386.94
7,4,7,7,1,0,1,3,2,7,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,38468.09
7,1,0,2,2,0,1,2,2,3,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,25082.59
7,3,7,3,5,7,0,7,7,7,7,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,34283.11
7,3,7,7,4,5,0,5,7,7,7,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,14557.36
7,2,3,4,2,4,0,1,7,7,7,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,173237.66
7,3,7,7,4,7,0,3,7,7,7,1,0,0,0,2,1,1,1,1,1,1,0,1,0,1,56213.09
7,2,5,7,4,5,2,4,7,7,5,1,0,0,1,2,1,1,1,1,1,1,1,2,1,0,43957.36
7,5,7,7,2,4,1,2,7,2,7,0,0,1,1,2,1,1,1,1,1,1,1,1,0,1,69590.13
7,3,7,7,4,7,3,3,7,7,7,0,0,2,0,0,1,1,1,1,1,1,1,1,0,2,24447.54
7,1,0,7,0,3,0,7,7,7,7,1,0,0,0,0,1,0,1,1,1,1,2,1,0,0,75295.02
7,2,7,7,2,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1696.72
7,1,2,7,2,1,1,7,7,7,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,65655.7
7,4,7,7,7,7,7,7,3,7,7,0,0,1,1,2,1,1,2,2,3,1,1,1,0,5,56139.32
4,1,3,3,5,3,2,4,3,7,5,2,0,0,0,2,1,1,1,0,0,0,2,3,1,1,113146.69
7,7,7,7,7,7,2,3,7,7,7,1,0,0,0,1,1,1,1,1,1,1,1,2,1,0,14163.92
7,2,7,7,7,3,0,7,7,7,7,1,0,1,0,1,1,1,1,1,1,1,2,4,1,1,21855.73
7,0,7,7,7,7,0,0,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19740.96
7,1,7,7,7,3,1,0,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4475.4
7,0,7,7,3,3,2,4,7,7,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55332.57
7,1,7,7,0,3,1,2,7,7,0,1,0,0,0,2,1,1,1,1,1,1,1,3,3,2,8567.38
7,3,4,7,1,2,2,7,7,7,0,1,0,0,0,1,1,1,1,1,1,1,2,0,0,0,25259.66
7,1,7,7,7,7,2,4,7,7,7,1,0,0,0,3,1,1,1,1,1,1,1,2,1,1,44936.34
7,1,4,1,4,5,2,3,7,7,7,1,0,0,2,2,1,1,1,1,1,1,2,2,1,1,36270.95
7,0,7,7,7,2,0,7,7,7,7,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,22574.55
7,2,7,7,5,7,2,7,7,7,7,0,0,2,0,0,1,1,1,1,1,1,1,3,0,1,27049.71
7,1,2,7,7,2,1,7,7,7,7,1,0,0,3,4,1,1,1,1,1,1,2,2,1,2,81049.67
7,4,7,7,7,5,2,7,7,7,7,1,0,0,1,3,1,1,1,1,1,1,2,2,1,1,45646.4
7,1,7,7,3,2,1,7,7,7,7,0,0,3,0,1,0,1,1,1,1,1,1,1,0,1,138567.61
7,3,7,3,1,7,1,7,7,7,7,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,104171.23
7,2,7,3,4,2,0,7,7,7,7,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,24364.64
7,2,7,3,3,3,0,7,7,7,2,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,745.85
7,2,7,2,3,3,0,7,7,7,7,0,0,2,1,2,1,1,1,1,1,1,2,0,0,0,99239.64
7,1,7,6,5,1,0,4,7,7,7,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,24461.39
7,2,3,3,1,3,2,3,3,7,7,0,0,1,1,2,1,1,1,1,1,1,1,1,1,0,24065.21
7,2,6,5,5,3,0,7,7,7,7,0,0,0,1,2,1,1,1,1,1,1,1,1,0,0,52239.13
7,3,7,7,2,7,1,7,2,7,7,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,8804.34
7,1,7,7,3,7,1,7,5,7,7,2,0,0,0,2,2,1,1,1,1,1,0,2,0,1,81562.49
7,7,3,7,2,3,0,7,3,7,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,33554.32
7,3,1,0,0,4,0,5,5,7,5,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,33334.2
7,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42554.33
7,0,0,7,7,1,0,0,7,7,7,0,0,1,0,1,1,1,1,1,1,0,2,1,1,0,263641.23
7,1,1,1,0,1,0,7,7,7,7,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,75228.24
7,4,3,7,2,6,0,1,5,7,7,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,11240.2
7,1,3,1,1,7,0,7,7,7,7,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,42529.86
7,1,7,7,5,2,1,7,7,7,7,0,0,0,0,2,1,0,1,1,1,1,1,0,0,0,106917.98
7,1,1,1,3,3,0,4,7,7,7,0,0,0,0,1,2,1,1,1,1,1,1,1,0,0,26163.9
7,2,2,2,3,7,1,7,7,7,7,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,14754.07
7,3,2,2,0,2,0,7,7,7,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,54458.31
7,1,1,1,1,2,0,7,7,7,7,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,49032.77
7,7,7,3,1,2,0,7,7,7,7,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,22475.89
7,3,7,7,3,7,0,7,7,7,7,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,5350.8
7,1,2,7,1,7,0,7,7,7,7,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,13544.25
7,1,7,7,0,7,0,7,7,7,7,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,77901.57
7,3,7,2,2,0,1,2,7,7,7,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,33113.08
7,0,7,7,3,3,2,0,7,7,7,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,34436.02
2,0,7,7,1,0,0,0,3,7,7,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,70081.91
7,7,7,7,3,3,3,7,7,7,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,36088.49
7,1,3,7,7,0,0,1,7,7,7,0,0,0,0,1,1,1,1,1,1,1,2,1,0,1,45885.19
7,0,7,7,7,2,7,0,3,7,7,1,0,0,1,2,1,1,1,1,1,1,3,3,1,2,31229.48
7,1,4,1,3,5,1,2,7,7,5,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,17459.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24506.53
4,3,3,1,3,2,3,0,7,7,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,7032.77
7,3,7,5,4,3,2,2,6,7,7,1,0,2,1,2,1,1,1,1,1,1,1,2,0,1,50114.72
7,3,3,7,7,3,2,7,3,7,7,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,55303.23
7,0,0,0,0,4,0,7,3,7,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,11803.27
3,1,2,0,0,2,0,3,3,2,3,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,24137.66
7,0,2,0,3,2,0,7,0,7,7,1,0,1,0,0,1,0,1,1,1,1,0,0,0,2,28770.46
7,1,0,7,3,1,0,4,7,7,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5557.37
7,1,2,3,3,1,1,7,2,7,7,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,23237.69
7,0,3,7,2,2,0,7,2,7,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,57295.06
7,0,0,1,0,7,0,7,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11616.82
7,7,1,7,7,7,0,1,7,7,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,144136.88
7,1,3,5,4,3,0,4,7,3,7,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,99782.59
7,3,5,7,5,2,1,5,7,7,7,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,23038.04
7,5,5,5,5,3,1,5,5,5,5,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,18195.65
4,0,2,6,3,7,1,4,2,7,6,1,0,0,0,2,1,1,1,1,1,1,0,3,1,0,106532.58
5,2,2,7,1,0,2,5,7,7,0,1,0,0,1,0,1,0,1,2,1,1,0,0,0,0,83739.1
7,1,3,7,3,7,1,5,7,7,5,2,0,0,0,1,1,1,1,1,1,1,1,2,1,0,44999.99
7,1,7,7,3,4,0,7,7,7,4,3,0,0,0,1,1,1,1,1,1,2,1,2,1,0,74788.02
7,3,7,7,3,2,1,7,7,7,0,1,0,0,1,2,1,1,1,1,1,0,0,0,0,0,19711.94
5,2,5,4,6,3,1,3,7,4,1,0,0,0,1,4,1,1,2,1,1,1,7,4,2,3,32160.3
3,0,7,7,3,1,2,3,3,7,7,1,0,0,1,1,1,1,1,1,1,1,2,0,0,0,17608.69
7,1,7,7,3,2,1,7,7,7,7,0,0,4,2,1,1,1,1,1,1,1,0,1,0,1,34077.69
7,7,7,7,3,7,2,2,3,2,7,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,49830.09
7,1,7,7,2,2,1,7,7,7,7,0,0,0,0,1,1,1,1,1,1,1,3,1,0,0,51089.6
7,1,7,7,3,2,0,7,7,7,7,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,12394.55
7,3,5,5,3,7,0,7,5,7,7,1,0,0,1,2,1,1,1,1,1,1,1,1,1,0,23184.74
7,0,7,3,2,2,1,6,7,7,7,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,8804.34
4,3,3,4,2,7,2,1,4,3,3,0,0,0,1,1,1,1,1,1,1,1,0,2,1,0,34777.13
3,0,1,0,5,3,0,3,3,7,7,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,57570.62
7,2,4,7,7,2,2,4,7,7,5,4,0,0,1,3,2,0,1,1,1,1,0,4,2,2,53413
7,2,3,7,2,0,0,7,7,7,7,2,0,0,1,1,1,1,1,1,0,1,1,1,0,1,171586.92
7,3,5,3,1,4,0,4,3,7,7,1,0,0,3,0,1,1,1,1,1,1,0,0,0,0,91552.93
7,1,7,0,2,7,0,7,3,7,7,3,0,0,0,0,1,1,1,1,1,1,3,1,1,0,31036.26
7,2,5,5,3,7,1,2,7,7,4,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,63723.86
7,7,5,5,4,5,3,6,4,7,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,3081.51
7,2,3,7,2,0,2,7,2,7,7,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,50796.19
7,1,4,2,3,3,0,4,3,7,4,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,7336.95
7,1,7,7,7,2,1,4,7,7,1,1,0,0,0,3,1,1,1,1,1,1,3,2,0,0,12717.38
7,4,7,7,3,4,3,4,7,7,7,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,25434.76
7,1,7,7,0,0,2,3,7,7,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,27024.43
7,2,7,7,3,3,0,7,3,7,7,1,0,0,0,1,1,1,1,1,1,1,2,1,1,0,18782.6
7,2,7,7,3,3,1,7,7,7,3,2,0,0,0,1,1,1,1,1,1,1,0,3,1,0,16874.97
7,2,3,7,7,7,3,7,7,7,7,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,42187.48
7,1,1,0,3,1,1,2,7,7,7,0,0,0,0,2,1,1,1,1,1,1,1,2,0,2,25884.78
7,1,0,1,1,2,0,7,7,7,7,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,5135.86
7,1,7,7,7,7,2,3,7,7,7,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,88821.19
7,0,2,3,2,3,6,2,4,6,4,0,0,2,0,2,1,1,1,1,1,1,5,1,0,1,6847.82
7,2,5,7,3,0,0,7,7,7,7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,16164.77
2,2,7,7,3,3,3,0,7,7,3,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,32013.56
7,2,7,7,1,1,0,7,3,7,7,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,19100.52
7,2,7,3,0,0,0,7,7,7,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,49255.41
7,3,7,7,7,7,0,7,7,7,5,0,0,0,0,3,1,1,1,1,1,1,0,1,1,0,15260.86
7,1,7,7,2,1,1,7,7,7,3,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,16737.53
5,2,7,5,4,0,0,7,4,7,4,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,17256.51
7,3,7,3,3,3,0,3,2,7,7,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,9014.65
7,2,4,7,2,3,0,7,7,7,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,42358.67
7,3,3,3,3,3,0,3,0,7,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,17021.73
7,2,5,7,3,1,2,7,7,5,0,0,0,0,0,1,1,1,1,1,2,1,0,1,0,0,53804.32
0,2,4,3,2,1,4,0,3,2,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,18586.95
7,7,7,7,2,7,3,3,7,3,2,1,0,0,0,2,1,1,1,1,1,1,0,2,1,0,7967.2
7,2,7,7,2,1,1,7,7,7,7,2,0,1,1,2,1,1,1,1,1,1,0,2,1,0,41016.37
3,1,7,7,1,1,1,3,7,7,7,2,0,0,0,2,1,1,1,1,1,1,1,1,0,0,64918.02
7,7,7,7,2,0,0,2,3,7,2,2,0,0,1,0,1,0,1,1,1,1,1,1,0,0,30786.87
2,0,7,7,7,3,0,1,7,7,7,2,0,0,0,2,1,1,1,1,1,1,3,3,1,1,102417.98
7,0,7,7,7,1,0,0,7,3,0,1,0,0,0,2,1,1,1,1,1,1,0,1,0,1,82696.71
5,0,7,7,4,7,3,3,7,7,7,2,0,0,0,2,1,1,1,1,1,1,1,2,1,1,50163.93
7,7,7,7,7,7,1,5,7,7,7,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,173680.29
7,2,2,2,2,5,0,5,7,7,7,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,36855.22
3,0,3,4,0,0,0,7,2,4,2,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,35502.72
7,2,7,7,7,5,1,4,7,7,7,0,0,0,1,2,1,1,1,1,1,1,0,1,1,0,11933.7
5,2,4,1,6,2,1,1,4,6,7,1,0,0,0,2,1,1,1,1,1,1,0,2,0,1,57156.34
4,0,2,3,7,4,1,3,5,7,4,1,0,0,0,3,1,1,1,1,1,1,5,4,1,0,31548.9
7,0,7,7,7,7,2,7,7,7,7,1,1,0,1,2,1,1,1,1,1,1,1,2,1,1,25434.77
1,0,0,0,1,0,0,0,0,0,3,1,1,0,0,2,0,1,1,1,0,0,0,0,0,1,14086.95
7,2,4,3,3,0,1,7,7,7,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,17168.46
7,2,7,4,2,7,0,4,3,7,7,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,46662.99
7,3,7,3,1,7,0,7,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,55369.55
7,1,7,3,1,5,0,7,7,7,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,42309.75
7,2,7,7,2,3,0,7,7,7,7,0,1,0,0,1,1,1,1,1,1,2,2,0,0,1,16581.51
7,2,5,4,2,2,0,3,7,7,7,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,6358.69
7,1,7,1,4,7,1,7,7,7,7,0,1,0,0,2,2,1,1,1,1,1,0,0,0,0,35217.39
7,1,1,1,1,7,0,7,7,7,7,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,4499.99
7,1,5,3,1,1,0,5,5,7,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,41518
7,2,7,7,2,2,2,7,7,7,2,1,2,0,0,0,1,1,1,1,1,1,0,0,0,0,113093.05
7,2,5,7,2,2,2,2,4,7,7,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6491.8
7,3,7,7,2,4,0,4,7,5,5,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,28893.42
7,4,7,7,3,4,3,3,7,7,7,0,0,0,0,2,1,1,1,1,1,1,1,1,0,1,16032.78
7,0,2,7,7,1,1,7,7,7,7,2,0,0,1,1,1,1,1,1,1,4,0,2,1,0,92763.9
7,1,5,0,1,4,0,5,0,7,7,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,12309.82
7,2,4,4,5,3,2,4,7,7,7,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,28180.3
7,0,7,7,4,0,0,1,3,7,7,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,25893.41
7,2,4,7,4,2,2,5,7,2,7,0,0,0,1,2,1,1,1,1,1,1,3,1,1,0,24885.23
7,1,7,7,3,3,1,3,7,3,1,0,0,0,1,0,1,1,1,1,1,1,3,1,1,0,41808.18
7,7,3,7,1,0,1,7,7,7,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,23660.6
7,2,4,3,7,3,0,3,7,7,7,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,198311.75
7,2,7,3,2,7,0,7,2,7,7,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,73475.35
7,2,7,4,3,4,0,7,7,7,3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,42194.72
7,3,4,2,1,3,1,4,7,4,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,4072.61
7,1,7,7,1,7,1,7,7,7,7,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,15516.36
7,2,2,3,2,7,0,7,2,7,7,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,26999.99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,35409.83
7,2,3,5,7,5,1,7,7,7,0,2,0,0,0,2,1,1,1,1,1,1,1,1,0,0,8640.98
7,2,3,3,0,7,0,7,0,7,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,68520.43
7,0,4,7,2,0,0,7,7,7,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,68758.93
7,0,7,1,3,7,0,7,3,7,7,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,70819.66
7,2,2,2,1,1,0,2,7,7,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3196.72
7,3,7,7,3,3,0,6,7,7,7,2,0,1,1,1,1,1,1,1,1,1,0,2,0,0,11606.54
7,2,4,0,1,3,0,7,3,7,7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,102393.41
7,0,7,3,1,1,0,7,7,7,7,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,61728.23
7,0,4,3,0,3,0,7,5,7,3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,13177.14
7,2,4,3,2,2,0,4,6,7,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,5380.43
7,1,5,7,7,3,0,7,7,7,3,0,1,0,1,1,1,0,1,1,2,1,0,1,0,1,36210.26
7,1,7,7,5,0,2,3,7,3,4,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,6136.13
7,2,7,7,3,7,2,7,7,7,7,1,0,0,0,1,1,1,1,1,1,1,2,1,0,0,83152.16
7,0,7,7,3,1,2,5,7,7,3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,53315.17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,69187.43
