alim17_1,alim17_2,alim17_3,alim17_4,alim17_5,alim17_6,alim17_7,alim17_8,alim17_9,alim17_10,alim17_11,num_auto,num_moto,num_bici,num_radio,num_tvd,num_licua,num_micro,num_refri,num_estuf,num_lavad,num_planc,num_venti,num_compu,num_impre,num_juego,ing_tri
7,0,7,3,5,2,0,3,7,5,2,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,55858.66
7,2,5,7,4,2,3,5,7,7,7,1,0,0,0,2,1,1,1,1,1,1,0,2,1,0,16385.86
7,3,6,6,7,3,1,2,7,6,6,2,1,0,0,3,1,1,1,1,1,1,2,0,0,1,24368.45
7,3,7,7,5,0,2,7,7,7,7,1,0,1,0,2,1,1,1,1,1,1,3,4,1,4,23478.26
7,2,7,0,3,3,1,1,3,7,7,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,31304.33
0,0,7,7,0,0,3,0,7,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,39487.43
7,3,7,7,7,2,1,7,7,7,7,2,0,0,2,1,1,1,1,1,1,1,2,3,1,0,33016.29
7,7,7,7,4,2,1,4,7,4,7,1,0,0,0,2,1,1,1,1,1,1,1,1,1,0,58010.84
5,1,5,7,7,7,0,7,7,7,7,1,0,0,0,4,1,1,1,1,1,1,1,2,1,2,29201.07
7,7,7,7,7,7,0,0,0,7,0,7,3,0,1,3,1,1,1,1,1,1,0,2,1,2,45978.23
7,1,7,7,4,1,1,2,7,7,7,0,0,0,2,3,1,1,1,1,1,1,3,2,1,0,74386.94
3,2,3,5,1,5,5,3,7,3,0,2,0,0,1,1,1,1,1,1,1,1,1,2,1,0,33456.51
7,2,7,7,3,1,0,7,7,7,7,1,0,0,0,2,1,1,1,1,1,1,3,1,0,0,58010.85
7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,1,1,1,1,1,1,1,2,0,0,0,27684.76
7,1,7,7,3,7,4,5,7,7,7,0,0,0,0,2,1,0,1,1,1,1,2,1,1,0,44266.29
7,7,7,7,7,7,7,7,7,7,7,3,0,0,0,6,1,1,1,1,1,1,4,4,1,1,57389.66
7,1,7,7,3,3,1,5,7,7,7,0,0,0,0,3,1,1,1,1,1,1,4,6,1,1,51148.29
7,7,7,2,2,1,0,7,7,7,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,21032.59
7,2,4,7,3,0,1,2,2,7,2,0,0,0,0,2,1,1,1,1,1,1,2,3,1,0,29968.99
7,0,7,7,7,2,0,3,7,7,7,2,0,0,0,2,1,1,1,1,1,1,3,3,0,2,58108.63
7,3,7,7,6,7,0,7,7,7,1,2,0,0,0,3,1,1,1,1,1,1,2,6,2,1,30220.4
7,2,7,5,3,3,2,2,7,7,7,0,1,1,0,1,1,0,1,1,1,1,2,1,0,0,14835.28
7,1,7,7,2,3,2,1,3,7,7,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,7439.66
7,2,7,7,3,2,3,4,4,7,1,1,0,1,0,2,1,0,1,1,1,1,2,1,1,1,28105.41
7,2,7,7,6,5,2,2,7,7,4,1,0,2,0,1,1,0,1,1,1,1,0,4,2,1,19858.68
7,4,7,7,0,7,0,7,7,7,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,43943.45
7,7,7,7,2,0,0,5,5,7,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,17612.58
7,1,3,0,3,2,1,2,7,7,7,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,14673.9
5,2,5,7,3,4,2,5,7,5,3,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,48448.32
7,1,7,7,2,0,0,3,7,7,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,12619.55
7,3,7,2,1,3,0,7,7,7,7,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,41062.47
7,3,3,3,3,2,1,7,7,7,7,1,0,2,0,2,1,0,1,1,1,1,1,1,1,0,27171.18
7,1,1,2,1,7,1,4,4,3,1,0,1,0,3,1,1,1,1,1,1,1,0,1,0,0,61630.4
7,2,3,7,7,7,2,4,7,7,7,2,0,0,0,3,1,1,1,1,1,1,2,2,2,3,31059.76
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,18872.6
7,2,4,7,7,3,0,7,7,7,7,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,10271.73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,18684.76
7,4,6,4,4,1,3,2,7,7,7,0,0,0,1,0,1,1,1,2,0,1,1,0,0,0,42260.85
5,0,0,3,0,2,1,0,0,0,4,1,0,0,0,1,1,1,1,1,1,1,2,2,1,0,30531.49
7,3,7,7,7,7,1,0,7,7,7,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,5380.42
7,7,7,7,2,1,1,7,7,7,7,1,0,0,2,1,1,1,2,1,2,1,3,0,0,0,9449.97
7,1,0,7,7,0,1,0,7,7,7,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,34165.75
7,0,3,0,0,0,0,7,2,7,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,14086.93
7,1,7,7,1,2,2,7,7,7,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,26754.09
7,0,3,7,4,4,1,7,7,5,7,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,124967.19
7,2,3,1,1,2,1,7,2,7,7,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,65386.72
7,2,2,3,2,3,0,5,3,5,5,1,0,0,0,2,1,1,1,1,1,1,2,0,0,0,63934.37
7,0,2,7,1,2,1,7,7,7,7,1,0,2,1,1,1,1,1,1,1,1,0,0,0,0,85327.85
7,0,4,3,3,1,2,2,0,7,7,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,47822.92
7,3,3,7,4,2,0,0,7,7,7,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,80621.29
7,0,4,3,4,7,1,7,7,7,7,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,139917.99
7,3,7,7,5,3,0,7,7,7,7,2,0,0,0,2,1,1,1,1,1,1,3,1,1,0,33786.84
7,2,3,7,4,0,0,5,4,7,7,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,133967.16
7,1,3,5,4,5,1,6,7,7,7,1,0,0,0,1,1,1,2,1,1,1,0,1,0,1,11803.27
7,2,2,4,4,3,0,2,7,7,7,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,20901.62
7,7,2,2,1,4,1,3,2,5,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,37770.46
7,1,7,7,7,7,1,7,7,7,7,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,49839.31
7,3,7,7,7,2,1,3,7,7,7,0,0,0,2,1,1,1,1,1,1,1,0,1,0,0,53593.71
7,4,5,4,2,7,0,4,7,7,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,11803.27
7,1,0,2,0,4,0,7,7,7,7,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,10426.21
7,2,7,7,3,2,1,7,7,7,2,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,45172.1
7,4,7,3,4,2,0,7,7,7,5,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,26173.72
7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,37524.55
7,0,5,0,2,5,1,4,7,7,7,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,32606.55
7,0,7,7,7,1,1,7,7,7,7,2,0,0,1,2,1,1,1,1,1,1,0,1,0,0,36195.63
7,2,7,2,7,2,1,4,7,7,7,0,0,0,2,1,1,1,1,1,2,1,0,1,2,0,55271.73
7,0,7,3,7,5,0,1,7,7,5,1,0,0,2,0,1,1,1,3,1,1,1,4,1,1,34679.32
7,1,7,7,4,7,2,7,4,7,7,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,63978.23
7,3,7,3,3,2,0,6,7,7,7,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,102326.07
7,7,7,0,2,0,0,5,0,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,88777.14
7,2,4,7,4,3,2,4,4,7,7,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,37907.59
7,3,3,7,3,3,1,3,7,7,7,1,0,0,1,2,1,1,1,1,1,1,1,0,0,0,43063.03
7,1,2,3,4,3,0,7,7,7,7,2,0,0,1,3,2,1,1,1,2,1,2,1,0,1,53559.73
7,4,7,7,5,2,2,3,7,7,7,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,43728.21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,34141.29
7,2,7,7,7,2,0,2,7,7,7,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,15627.7
7,1,2,7,3,7,1,7,7,7,7,0,0,0,2,1,1,1,1,1,2,1,1,1,1,1,7043.47
7,7,7,7,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,31940.17
7,2,2,4,4,7,2,7,3,7,7,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,53388.57
7,1,5,7,4,7,1,5,7,7,3,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,77263.99
7,1,7,7,3,3,3,5,7,7,3,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,44589.11
7,0,3,5,7,4,3,1,5,7,7,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,58861.92
5,2,4,2,3,4,0,6,7,7,7,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,21917.9
7,1,5,7,6,1,1,5,7,7,1,1,0,0,1,2,1,1,1,1,1,1,0,1,0,1,38623.2
5,1,5,7,2,7,1,7,7,7,3,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,121255.41
7,3,5,7,3,7,1,7,7,7,5,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,44227.16
7,0,4,3,5,2,0,7,7,5,7,1,0,0,1,2,1,1,1,1,1,1,1,1,0,1,13030.43
7,2,7,7,4,4,2,3,7,7,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,41722.8
7,2,3,0,2,4,2,6,7,7,7,0,0,0,0,0,1,1,2,1,2,1,0,0,0,0,48423.89
7,2,7,5,4,3,2,7,5,7,7,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,25057.15
7,2,2,0,3,7,0,2,7,7,7,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,66091.23
7,1,7,0,1,7,0,7,7,7,5,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,67514.62
7,1,1,3,1,2,0,7,7,7,7,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,35119.54
7,3,4,7,1,2,0,7,7,7,7,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,53904.58
7,2,7,2,1,0,0,7,7,7,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,49279.86
7,3,7,4,2,4,0,7,7,7,7,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,59900.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65679.41
5,2,7,0,3,2,0,7,7,7,7,0,0,2,1,0,1,0,1,1,1,1,0,0,0,0,14038.03
7,2,5,2,1,2,0,2,7,7,7,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,31402.16
7,2,7,3,2,3,0,5,7,7,2,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,25459.2
7,1,7,2,2,7,0,7,7,7,2,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,30937.43
7,2,7,7,2,7,0,7,7,7,7,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,48235.56
7,1,7,2,3,2,0,3,7,7,7,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,37922.23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74279.24
7,2,5,3,2,7,0,7,7,7,2,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,31436.36
7,1,7,7,2,3,0,7,7,7,7,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,44672.22
7,1,7,7,5,3,0,3,7,7,2,2,0,0,0,1,1,1,1,1,1,1,0,1,0,0,2756.24
7,2,2,5,2,7,0,7,2,7,2,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,31617.38
7,2,3,3,2,3,0,3,1,7,7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,17608.69
7,0,3,2,5,7,0,3,5,7,2,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,18293.45
7,3,0,1,2,1,0,7,0,7,3,0,0,1,2,0,1,0,1,1,1,1,0,0,0,0,45978.2
7,3,3,7,3,1,0,3,7,7,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28036.93
7,0,3,0,1,1,0,4,0,7,7,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4402.17
7,3,1,7,2,0,0,7,2,7,3,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,79371.15
7,1,0,7,1,0,0,7,3,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,9073.35
7,2,4,4,2,3,0,3,2,7,7,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,68404.84
7,2,7,2,2,7,0,7,7,7,1,0,0,3,0,0,1,0,1,1,1,2,0,0,0,0,61385.81
5,2,2,4,0,0,1,7,2,7,4,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,135855.93
7,0,2,7,3,2,0,4,7,7,7,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,12619.55
7,0,7,7,5,5,3,3,6,7,0,2,0,0,0,0,1,1,1,1,2,1,1,0,0,0,11983.68
2,0,7,7,7,3,2,4,7,7,2,0,0,0,0,2,1,1,1,1,1,1,4,2,0,2,18425.53
7,1,7,3,3,4,1,0,7,4,7,3,0,0,0,2,2,1,1,1,1,2,2,1,0,0,14905.56
7,1,7,7,7,3,1,7,7,7,7,1,0,0,1,2,1,1,1,1,1,1,1,3,1,2,74926.16
7,0,3,7,4,6,2,7,4,7,7,1,1,1,0,3,1,1,1,1,1,1,1,0,0,0,23638.49
7,7,7,6,7,7,3,5,7,7,7,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,31770.46
7,1,3,6,7,2,1,2,7,7,7,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,33226.22
7,0,7,7,4,1,1,3,7,7,7,1,0,1,0,2,1,1,1,1,1,1,2,1,0,1,99849.31
7,2,7,7,3,2,3,4,3,7,1,1,0,1,0,2,1,1,1,1,1,1,2,3,1,1,32508.17
7,3,7,5,4,7,0,7,7,7,5,1,0,0,1,3,1,0,1,1,1,1,1,1,0,1,40839.33
7,4,7,4,7,2,0,4,7,7,7,2,0,0,1,2,1,1,1,1,1,1,0,0,0,0,27295.05
7,2,4,4,1,3,0,7,1,7,4,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,21545.87
7,1,7,0,1,2,0,7,5,7,3,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,17173.76
7,0,0,4,2,0,0,4,0,5,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,26901.62
7,0,7,0,7,0,1,3,7,7,7,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,22426.21
7,2,3,3,5,3,1,7,7,7,7,0,0,0,1,2,1,1,1,1,1,1,0,2,0,1,12381.2
7,2,3,7,3,0,1,4,7,7,4,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1,71308.79
7,7,4,3,7,3,2,3,7,7,7,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,5171.26
5,2,4,7,5,3,1,7,7,7,7,2,0,0,0,3,1,1,1,1,1,1,1,1,1,2,33787.28
7,0,7,7,7,7,0,2,7,7,7,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,20508.51
7,4,7,7,7,2,0,7,7,7,7,3,0,0,1,2,1,1,1,1,1,1,5,2,1,1,59419.85
4,0,5,5,3,1,0,1,4,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,39232.03
3,1,3,2,4,2,0,0,7,4,3,1,0,0,0,2,1,1,1,1,1,1,0,2,2,0,135994.46
7,1,7,7,3,1,2,2,3,4,7,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,38882.96
7,7,1,3,3,3,1,7,7,7,7,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,86146.38
7,1,7,7,7,1,1,2,7,7,7,1,0,0,0,1,1,1,1,1,1,1,0,1,0,2,82765.15
6,5,5,3,7,2,0,4,5,7,5,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,18397.78
4,2,7,7,7,3,2,3,2,7,3,1,0,0,1,2,1,1,1,1,1,1,0,1,0,0,86519.31
7,1,5,7,4,7,3,2,7,7,7,1,0,0,1,2,1,1,1,1,1,1,5,1,1,0,15665.46
4,5,7,5,1,2,2,3,2,4,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,92247.47
7,1,7,7,7,2,1,2,3,7,7,2,1,2,2,1,1,1,1,1,1,1,0,1,1,0,5282.6
0,0,7,0,0,1,1,0,0,7,7,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,73657.6
7,2,4,7,2,4,4,4,7,7,3,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,92773.32
7,3,7,3,3,3,0,3,7,7,7,1,0,0,0,3,1,1,1,1,1,1,2,0,0,0,11934.76
7,7,3,7,4,0,0,7,7,7,7,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,17608.69
7,1,7,7,3,1,0,7,3,7,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,70630.39
7,4,4,3,7,3,0,0,7,7,0,0,0,0,1,1,1,1,1,1,0,1,1,2,1,2,37232.58
7,2,7,3,2,1,0,4,7,7,7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,12717.39
7,2,3,5,2,7,0,7,7,7,7,0,0,0,0,1,1,0,1,1,1,1,2,2,0,1,35364.11
7,2,0,4,2,0,0,0,7,1,2,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,25483.63
7,2,7,3,3,7,2,3,7,7,3,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,12228.26
7,1,7,7,2,2,1,7,7,7,4,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,37524.57
7,2,3,7,7,3,2,7,7,7,3,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,15049.16
3,0,0,4,4,0,0,1,7,7,7,1,0,0,0,2,1,1,1,1,0,1,0,0,0,0,16377.04
7,1,3,3,3,2,1,2,3,7,7,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,54934.4
6,1,3,7,3,3,0,4,7,7,7,1,0,0,0,2,1,1,1,1,1,1,1,1,1,0,74763.9
5,2,5,5,3,3,1,2,5,6,7,0,0,0,1,2,1,1,1,1,1,1,1,1,1,0,48393.41
7,2,5,5,4,1,2,7,3,5,3,1,0,0,0,1,1,1,1,1,1,1,3,0,0,1,33983.58
3,3,5,5,3,1,0,2,7,6,5,1,0,0,0,2,1,1,1,1,1,0,0,2,1,1,9590.14
7,2,2,0,7,0,1,0,5,7,2,0,0,0,0,2,1,1,1,1,0,1,1,1,0,1,65065.54
3,1,7,7,4,2,1,6,7,7,5,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,17704.9
7,2,5,3,5,2,1,4,3,7,2,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,17680.31
7,2,7,7,7,0,0,0,3,2,7,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,18909.81
7,0,3,7,3,7,0,7,7,7,7,1,0,0,1,2,1,1,1,1,1,1,0,1,0,0,43917.99
7,3,7,3,3,7,3,7,3,7,7,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,33836.06
7,7,7,3,3,7,0,7,7,7,7,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,65606.48
7,7,7,7,4,4,2,3,7,7,7,0,0,2,0,1,1,0,1,1,1,1,2,1,1,0,52180.3
7,0,7,3,7,1,0,3,7,7,7,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,23360.64
7,7,7,7,4,3,2,4,7,7,7,1,0,0,0,1,1,1,1,0,1,1,2,1,0,1,21404.24
7,1,2,7,2,7,0,3,0,7,7,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,18442.61
5,2,1,1,0,3,0,7,0,7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,47960.63
7,1,7,7,0,2,0,2,7,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,39344.24
7,2,2,2,2,2,0,2,7,7,2,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,49248.16
2,1,3,7,3,1,0,1,2,7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,13318.02
7,1,7,7,4,1,1,1,3,7,7,0,0,0,0,3,1,1,1,1,1,1,2,1,1,0,12737.69
7,3,4,3,1,2,1,7,3,7,7,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,101188.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30147.51
7,7,7,7,3,4,2,6,7,7,7,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,5901.63
7,0,3,7,2,2,0,5,7,7,7,0,0,0,1,1,1,1,1,1,1,1,0,4,0,0,4049.99
4,0,4,7,3,0,2,7,7,6,3,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,19565.21
7,2,2,7,3,3,0,7,7,7,7,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,30374.95
7,3,7,7,3,5,1,7,7,7,7,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,36178
7,1,0,1,2,7,0,7,2,7,0,0,2,0,1,1,1,1,1,1,1,1,0,1,0,1,51089.6
7,3,7,7,5,7,0,3,7,7,7,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,74342.36
7,1,7,3,2,4,0,3,7,7,7,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,55762.29
7,2,3,7,2,7,1,7,7,7,5,0,0,0,0,0,1,1,1,1,1,2,0,1,1,0,22118.45
7,3,7,7,5,0,0,4,7,7,7,1,0,2,1,1,1,1,1,1,1,1,0,1,0,0,60701.08
7,1,3,3,4,4,2,2,7,7,5,1,0,2,1,1,1,1,1,1,1,1,1,0,0,1,31793.47
7,1,0,0,3,0,2,0,7,7,7,0,0,0,1,1,1,0,1,1,0,1,3,1,0,0,24823.35
7,2,2,7,1,7,0,7,7,7,7,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,25358.46
7,1,3,7,3,3,1,7,7,7,7,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,25434.78
7,3,5,5,3,3,0,7,7,7,7,3,1,0,2,2,1,1,1,1,2,2,0,1,0,1,161677.13
7,3,1,2,2,7,0,3,3,7,7,0,0,0,1,0,1,1,1,1,1,0,2,0,0,0,64457.56
7,0,1,1,2,1,1,1,1,7,7,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,52336.95
7,0,2,4,2,3,0,7,7,7,7,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,25134.42
7,2,2,2,3,2,1,7,7,7,7,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,41086.95
7,1,7,7,5,7,1,7,7,7,7,1,0,0,1,0,1,1,1,1,1,1,1,2,1,0,30105.94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,114701.06
7,2,3,7,3,3,0,3,5,7,7,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,50038.02
7,0,7,7,1,0,4,7,7,7,7,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,21130.42
3,0,2,0,2,2,0,0,1,2,2,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,30595.09
7,2,4,7,5,3,1,4,7,7,7,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,36635.84
7,3,3,2,2,1,0,4,7,5,2,1,0,0,0,1,1,0,1,1,1,1,3,1,1,2,21573.05
7,2,2,0,1,4,0,7,2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,42745.07
7,2,4,7,4,4,1,4,7,7,7,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,47152.11
7,2,7,3,3,1,1,2,7,7,4,1,0,0,2,0,1,1,1,1,1,1,2,1,0,0,44388.53
7,0,7,7,4,1,3,7,7,7,3,1,0,2,0,2,1,1,1,1,1,3,4,1,0,0,60847.78
7,2,7,5,5,2,1,2,7,7,7,1,0,0,0,3,1,1,1,1,1,1,0,1,0,0,24921.16
7,3,2,7,4,3,0,5,7,7,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50928.2
7,1,7,7,3,2,2,1,2,7,7,2,0,0,1,2,1,1,1,1,1,1,2,3,3,1,12619.55
7,0,7,7,2,1,0,1,0,7,7,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,32194.51
3,2,2,2,0,3,2,3,3,4,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,21326.06
5,5,2,3,3,7,1,3,7,7,7,2,1,0,0,2,2,1,1,1,1,2,0,3,1,1,20152.13
7,1,1,1,1,2,0,7,2,7,7,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,26848.33
